snapshot_date;vendor_code;vendor_name;vendor_grade;town;province;postcode;comm_pct;active_flag
01/02/2017;ZAV00258;Highveld Grove Distribution;BRONZE;Rustenburg;North West;300;18.0;Y
01/02/2017;ZAV00259;Amber Peak Wholesale;PLATINUM;Centurion;Gauteng;157;9.5;Y
01/02/2017;ZAV00260;Kalahari Junction Wholesale;BRONZE;Durban;KwaZulu-Natal;4000;18.0;Y
01/02/2017;ZAV00261;Cape Grove;SILVER;Soweto;Gauteng;1804;15.0;Y
01/02/2017;ZAV00262;Silver Fields CC;BRONZE;Soweto;Gauteng;1804;18.0;Y
01/02/2017;ZAV00263;Table Reef;SILVER;Rustenburg;North West;300;15.0;Y
01/02/2017;ZAV00264;Karoo Hollow;BRONZE;Cape Town;Western Cape;8000;18.0;Y
01/02/2017;ZAV00265;Highveld Grove;SILVER;Pietermaritzburg;KwaZulu-Natal;3201;15.0;Y
01/02/2017;ZAV00266;Boland Peak Retail;BRONZE;Centurion;Gauteng;157;18.0;Y
01/02/2017;ZAV00267;Amber Reef;GOLD;Durban;KwaZulu-Natal;4000;12.0;Y
01/02/2017;ZAV00268;Umhlanga Hollow Wholesale;SILVER;Bloemfontein;Free State;9300;15.0;Y
01/02/2017;ZAV00269;Vaal Point;BRONZE;Cape Town;Western Cape;8000;18.0;Y
01/02/2017;ZAV00270;Karoo Crest Retail;SILVER;Bloemfontein;Free State;9300;15.0;Y
01/02/2017;ZAV00271;Boland Grove;GOLD;Nelspruit;Mpumalanga;1200;12.0;Y
01/02/2017;ZAV00272;Umhlanga Point;BRONZE;Pretoria;Gauteng;1;18.0;Y
01/02/2017;ZAV00273;Table Springs Distribution;PLATINUM;Cape Town;Western Cape;8000;9.5;Y
01/02/2017;ZAV00274;Highveld Point;BRONZE;East London;Eastern Cape;5200;18.0;Y
01/02/2017;ZAV00275;Table Hollow;BRONZE;Sandton;Gauteng;2196;18.0;Y
01/02/2017;ZAV00276;Highveld Wharf;BRONZE;Bloemfontein;Free State;9300;18.0;Y
01/02/2017;ZAV00277;Highveld Vale Distribution;GOLD;Centurion;Gauteng;157;12.0;Y
01/02/2017;ZAV00278;Silver Junction Enterprises;PLATINUM;Nelspruit;Mpumalanga;1200;9.5;Y
01/02/2017;ZAV00279;Highveld Vale;BRONZE;Pietermaritzburg;KwaZulu-Natal;3201;18.0;Y
01/02/2017;ZAV00280;Silver Hollow Trading;BRONZE;Cape Town;Western Cape;8000;18.0;Y
01/02/2017;ZAV00281;Highveld Ridge Enterprises;SILVER;Kimberley;Northern Cape;8300;15.0;Y
01/02/2017;ZAV00282;Highveld Ridge Wholesale;BRONZE;Bloemfontein;Free State;9300;18.0;Y
01/02/2017;ZAV00283;Tugela Trading (Pty) Ltd;BRONZE;Nelspruit;Mpumalanga;1200;18.0;Y
01/02/2017;ZAV00284;Karoo Grove Distribution;SILVER;Cape Town;Western Cape;8000;15.0;Y
01/02/2017;ZAV00285;Zulu Fields;GOLD;Port Elizabeth;Eastern Cape;6000;12.0;Y
01/02/2017;ZAV00286;Silver Hollow;SILVER;Kimberley;Northern Cape;8300;15.0;Y
01/02/2017;ZAV00287;Kalahari Ridge CC;PLATINUM;Kimberley;Western Cape;8000;9.5;Y
01/02/2017;ZAV00288;Amber Hollow Group;SILVER;Stellenbosch;Western Cape;7600;15.0;Y
01/02/2017;ZAV00289;Vaal Peak;BRONZE;Polokwane;Limpopo;700;18.0;Y
01/02/2017;ZAV00290;Karoo Ridge;BRONZE;Pietermaritzburg;KwaZulu-Natal;3201;18.0;Y
01/02/2017;ZAV00291;Umhlanga Crest (Pty) Ltd;BRONZE;Johannesburg;Gauteng;2000;18.0;Y
01/02/2017;ZAV00292;Kalahari Fields;BRONZE;Centurion;Gauteng;157;18.0;Y
01/02/2017;ZAV00293;Drakensberg Crest;BRONZE;Sandton;Gauteng;2196;18.0;Y
01/02/2017;ZAV00294;Zulu Crest;SILVER;Kimberley;Northern Cape;8300;15.0;Y
01/02/2017;ZAV00295;Table Trading Wholesale;BRONZE;Cape Town;Western Cape;8000;18.0;Y
01/02/2017;ZAV00296;Kalahari Point Trading;BRONZE;East London;Eastern Cape;5200;18.0;Y
01/02/2017;ZAV00297;Highveld Point;BRONZE;Rustenburg;North West;300;18.0;Y
01/02/2017;ZAV00298;Karoo Trading;SILVER;Nelspruit;Mpumalanga;1200;15.0;Y
01/02/2017;ZAV00299;Boland Ridge Group;BRONZE;Polokwane;Limpopo;700;18.0;Y
01/02/2017;ZAV00300;Silver Crest Enterprises;GOLD;Rustenburg;North West;300;12.0;Y
01/02/2017;ZAV00301;Tugela Wharf;BRONZE;Nelspruit;Mpumalanga;1200;18.0;Y
01/02/2017;ZAV00302;Silver Reef Wholesale;BRONZE;Johannesburg;Gauteng;2000;18.0;Y
01/02/2017;ZAV00303;Boland Fields (Pty) Ltd;BRONZE;Pretoria;Gauteng;1;18.0;Y
01/02/2017;ZAV00304;Tugela Trading Trading;GOLD;Durban;KwaZulu-Natal;4000;12.0;Y
01/02/2017;ZAV00305;Cape Crest;BRONZE;Pietermaritzburg;KwaZulu-Natal;3201;18.0;Y
01/02/2017;ZAV00306;Zulu Junction;BRONZE;Pretoria;Gauteng;1;18.0;Y
01/02/2017;ZAV00307;Boland Fields Wholesale;SILVER;Port Elizabeth;Eastern Cape;6000;15.0;Y
01/02/2017;ZAV00308;Vaal Wharf (Pty) Ltd;BRONZE;Kimberley;Northern Cape;8300;18.0;Y
01/02/2017;ZAV00309;Boland Reef;GOLD;Polokwane;Limpopo;700;12.0;Y
01/02/2017;ZAV00310;Silver Springs Distribution;PLATINUM;Nelspruit;Mpumalanga;1200;9.5;Y
01/02/2017;ZAV00311;Karoo Wharf Enterprises;BRONZE;Centurion;Gauteng;157;18.0;Y
01/02/2017;ZAV00312;Highveld Bay;SILVER;East London;Eastern Cape;5200;15.0;Y
01/02/2017;ZAV00313;Table Point Enterprises;GOLD;Rustenburg;North West;300;12.0;Y
01/02/2017;ZAV00314;Zulu Fields Enterprises;SILVER;Cape Town;Western Cape;8000;15.0;Y
01/02/2017;ZAV00315;Cape Crest Trading;SILVER;Port Elizabeth;Eastern Cape;6000;15.0;Y
01/02/2017;ZAV00316;Umhlanga Hollow CC;BRONZE;Pietermaritzburg;KwaZulu-Natal;3201;18.0;Y
01/02/2017;ZAV00317;Highveld Ridge;BRONZE;Durban;KwaZulu-Natal;4000;18.0;Y
01/02/2017;ZAV00318;Karoo Peak Distribution;SILVER;East London;Eastern Cape;5200;15.0;Y
01/02/2017;ZAV00319;Tugela Reef CC;PLATINUM;Nelspruit;Mpumalanga;1200;9.5;Y
01/02/2017;ZAV00320;Karoo Peak Retail;SILVER;Durban;KwaZulu-Natal;4000;15.0;Y
01/02/2017;ZAV00321;Table Reef Supplies;BRONZE;Soweto;Gauteng;1804;18.0;Y
01/02/2017;ZAV00322;Drakensberg Bay;SILVER;Nelspruit;Mpumalanga;1200;15.0;Y
01/02/2017;ZAV00323;Zulu Point Supplies;GOLD;Kimberley;Northern Cape;8300;12.0;Y
01/02/2017;ZAV00324;Protea Fields;BRONZE;Soweto;Gauteng;1804;18.0;Y
01/02/2017;ZAV00325;Silver Peak Enterprises;BRONZE;Cape Town;Western Cape;8000;18.0;Y
01/02/2017;ZAV00326;Protea Crest Distribution;BRONZE;Johannesburg;Gauteng;2000;18.0;Y
01/02/2017;ZAV00327;Silver Hollow Enterprises;SILVER;Pietermaritzburg;KwaZulu-Natal;3201;15.0;Y
01/02/2017;ZAV00328;Amber Point Distribution;GOLD;Nelspruit;Mpumalanga;1200;12.0;Y
01/02/2017;ZAV00329;Table Vale (Pty) Ltd;BRONZE;Polokwane;Limpopo;700;18.0;Y
01/02/2017;ZAV00330;Vaal Vale;BRONZE;Cape Town;Western Cape;8000;18.0;Y
01/02/2017;ZAV00331;Amber Reef;GOLD;Rustenburg;North West;300;12.0;Y
01/02/2017;ZAV00332;Umhlanga Springs Supplies;BRONZE;Pretoria;Gauteng;1;18.0;Y
01/02/2017;ZAV00333;Kalahari Junction Wholesale;SILVER;Polokwane;Limpopo;700;15.0;Y
01/02/2017;ZAV00334;Highveld Grove Group;BRONZE;Cape Town;Western Cape;8000;18.0;Y
01/02/2017;ZAV00335;Boland Bay;GOLD;Kimberley;Northern Cape;8300;12.0;N
01/02/2017;ZAV00336;Tugela Crest Retail;SILVER;East London;Eastern Cape;5200;15.0;Y
01/02/2017;ZAV00337;Zulu Wharf CC;BRONZE;Centurion;Gauteng;157;18.0;Y
01/02/2017;ZAV00338;Boland Fields;BRONZE;Cape Town;Western Cape;8000;18.0;Y
01/02/2017;ZAV00339;Amber Crest;BRONZE;Sandton;Gauteng;2196;18.0;Y
01/02/2017;ZAV00340;Protea Peak Retail;SILVER;Centurion;Gauteng;157;15.0;Y
01/02/2017;ZAV00341;Silver Point;BRONZE;Port Elizabeth;Eastern Cape;6000;18.0;Y
01/02/2017;ZAV00342;Drakensberg Junction CC;PLATINUM;Pietermaritzburg;KwaZulu-Natal;3201;9.5;Y
01/02/2017;ZAV00343;Table Wharf Enterprises;BRONZE;Pretoria;Gauteng;1;18.0;Y
01/02/2017;ZAV00344;Zulu Crest Distribution;SILVER;East London;Eastern Cape;5200;15.0;Y
01/02/2017;ZAV00345;Zulu Junction CC;BRONZE;Kimberley;Northern Cape;8300;18.0;Y
01/02/2017;ZAV00346;Highveld Ridge Trading;BRONZE;East London;Eastern Cape;5200;18.0;Y
01/02/2017;ZAV00347;Highveld Ridge Distribution;GOLD;Bloemfontein;Free State;9300;12.0;Y
01/02/2017;ZAV00348;Amber Point;GOLD;Sandton;Gauteng;2196;12.0;Y
01/02/2017;ZAV00349;Cape Point Supplies;GOLD;Port Elizabeth;Eastern Cape;6000;12.0;Y
01/02/2017;ZAV00350;Kalahari Junction Group;GOLD;Bloemfontein;Free State;9300;12.0;Y
01/02/2017;ZAV00351;Zulu Ridge;SILVER;Sandton;Gauteng;2196;15.0;Y
01/02/2017;ZAV00352;Boland Vale CC;BRONZE;Soweto;Gauteng;1804;18.0;Y
01/02/2017;ZAV00353;Protea Fields Trading;BRONZE;Pietermaritzburg;KwaZulu-Natal;3201;18.0;Y
01/02/2017;ZAV00354;Zulu Ridge Supplies;BRONZE;Cape Town;Western Cape;8000;18.0;Y
01/02/2017;ZAV00355;Protea Point Enterprises;BRONZE;Stellenbosch;Western Cape;7600;18.0;Y
01/02/2017;ZAV00356;Karoo Ridge;BRONZE;Johannesburg;Gauteng;2000;18.0;Y
01/02/2017;ZAV00357;Silver Junction;SILVER;Durban;KwaZulu-Natal;4000;15.0;Y
01/02/2017;ZAV00358;Karoo Trading (Pty) Ltd;BRONZE;Port Elizabeth;Eastern Cape;6000;18.0;Y
01/02/2017;ZAV00359;Table Hollow Retail;BRONZE;Polokwane;Limpopo;700;18.0;Y
01/02/2017;ZAV00360;Umhlanga Grove Supplies;BRONZE;Pretoria;Gauteng;1;18.0;Y
01/02/2017;ZAV00361;Zulu Vale Distribution;SILVER;Bloemfontein;Free State;9300;15.0;Y
01/02/2017;ZAV00362;Amber Ridge CC;SILVER;Pietermaritzburg;KwaZulu-Natal;3201;15.0;Y
01/02/2017;ZAV00363;Amber Hollow Supplies;BRONZE;Pietermaritzburg;KwaZulu-Natal;3201;18.0;Y
01/02/2017;ZAV00364;Protea Point;BRONZE;Rustenburg;North West;300;18.0;Y
01/02/2017;ZAV00365;Karoo Vale;GOLD;Kimberley;Northern Cape;8300;12.0;Y
01/02/2017;ZAV00366;Kalahari Point Retail;BRONZE;Rustenburg;North West;300;18.0;Y
01/02/2017;ZAV00367;Cape Fields Distribution;BRONZE;Pretoria;Gauteng;1;18.0;Y
01/02/2017;ZAV00368;Highveld Ridge Trading;BRONZE;East London;Eastern Cape;5200;18.0;Y
01/02/2017;ZAV00369;Karoo Reef Wholesale;SILVER;Nelspruit;Mpumalanga;1200;15.0;Y
01/02/2017;ZAV00370;Umhlanga Wharf;SILVER;Soweto;Gauteng;1804;15.0;Y
01/02/2017;ZAV00371;Umhlanga Ridge Group;BRONZE;Port Elizabeth;Eastern Cape;6000;18.0;Y
01/02/2017;ZAV00372;Drakensberg Peak Enterprises;GOLD;Sandton;Gauteng;2196;12.0;Y
01/02/2017;ZAV00373;Zulu Trading Group;BRONZE;Rustenburg;North West;300;18.0;Y
01/02/2017;ZAV00374;Drakensberg Reef;BRONZE;Durban;KwaZulu-Natal;4000;18.0;Y
01/02/2017;ZAV00375;Karoo Fields Group;SILVER;Pietermaritzburg;KwaZulu-Natal;3201;15.0;Y
01/02/2017;ZAV00376;Table Hollow;GOLD;Cape Town;Western Cape;8000;12.0;Y
01/02/2017;ZAV00377;Karoo Crest Trading;BRONZE;Pietermaritzburg;KwaZulu-Natal;3201;18.0;Y
01/02/2017;ZAV00378;Kalahari Junction;SILVER;Soweto;Gauteng;1804;15.0;Y
01/02/2017;ZAV00379;Protea Ridge Group;SILVER;Pietermaritzburg;KwaZulu-Natal;3201;15.0;Y
01/02/2017;ZAV00380;Tugela Fields;BRONZE;Nelspruit;Mpumalanga;1200;18.0;Y
01/02/2017;ZAV00381;Umhlanga Ridge (Pty) Ltd;GOLD;East London;Eastern Cape;5200;12.0;Y
01/02/2017;ZAV00382;Umhlanga Peak Supplies;SILVER;Soweto;Gauteng;1804;15.0;Y
01/02/2017;ZAV00383;Table Peak;PLATINUM;Pretoria;Gauteng;1;9.5;Y
01/02/2017;ZAV00384;Zulu Grove Wholesale;BRONZE;Rustenburg;North West;300;18.0;Y
01/02/2017;ZAV00385;Karoo Ridge Group;BRONZE;Soweto;Gauteng;1804;18.0;Y
01/02/2017;ZAV00386;Silver Hollow Trading;BRONZE;East London;Eastern Cape;5200;18.0;Y
01/02/2017;ZAV00387;Drakensberg Ridge (Pty) Ltd;GOLD;Stellenbosch;Western Cape;7600;12.0;Y
01/02/2017;ZAV00388;Zulu Peak Wholesale;PLATINUM;Bloemfontein;Free State;9300;9.5;Y
01/02/2017;ZAV00389;Cape Hollow;GOLD;Stellenbosch;Western Cape;7600;12.0;Y
01/02/2017;ZAV00390;Protea Wharf CC;BRONZE;Port Elizabeth;Eastern Cape;6000;18.0;Y
01/02/2017;ZAV00391;Vaal Fields;BRONZE;Centurion;Gauteng;157;18.0;Y
01/02/2017;ZAV00392;Drakensberg Reef Trading;GOLD;Cape Town;Western Cape;8000;12.0;Y
01/02/2017;ZAV00393;Amber Crest;SILVER;Stellenbosch;Western Cape;7600;15.0;Y
01/02/2017;ZAV00394;Vaal Junction (Pty) Ltd;BRONZE;Soweto;Gauteng;1804;18.0;Y
01/02/2017;ZAV00395;Table Crest;PLATINUM;Johannesburg;Gauteng;2000;9.5;Y
01/02/2017;ZAV00396;Vaal Peak Distribution;GOLD;Durban;KwaZulu-Natal;4000;12.0;Y
01/02/2017;ZAV00397;Kalahari Vale;BRONZE;Bloemfontein;Free State;9300;18.0;Y
01/02/2017;ZAV00398;Vaal Wharf;BRONZE;Stellenbosch;Western Cape;7600;18.0;Y
01/02/2017;ZAV00399;Silver Junction;BRONZE;Kimberley;Northern Cape;8300;18.0;Y
01/02/2017;ZAV00400;Drakensberg Fields;SILVER;Sandton;Gauteng;2196;15.0;N
01/02/2017;ZAV00401;Protea Point Group;BRONZE;Bloemfontein;Free State;9300;18.0;Y
01/02/2017;ZAV00402;Karoo Springs;SILVER;Bloemfontein;Free State;9300;15.0;Y
01/02/2017;ZAV00403;Drakensberg Crest;SILVER;Kimberley;Northern Cape;8300;15.0;Y
01/02/2017;ZAV00404;Tugela Junction CC;BRONZE;Cape Town;Western Cape;8000;18.0;Y
01/02/2017;ZAV00405;Protea Springs Retail;GOLD;Soweto;Gauteng;1804;12.0;Y
01/02/2017;ZAV00406;Tugela Peak;PLATINUM;Stellenbosch;Western Cape;7600;9.5;Y
01/02/2017;ZAV00407;Amber Wharf Enterprises;GOLD;Rustenburg;North West;300;12.0;Y
01/02/2017;ZAV00408;Protea Vale;BRONZE;Centurion;Gauteng;157;18.0;Y
01/02/2017;ZAV00409;Protea Trading Enterprises;BRONZE;Soweto;Gauteng;1804;18.0;Y
01/02/2017;ZAV00410;Drakensberg Hollow CC;SILVER;Rustenburg;North West;300;15.0;Y
01/02/2017;ZAV00411;Cape Springs Supplies;GOLD;Soweto;Gauteng;1804;12.0;Y
01/02/2017;ZAV00412;Cape Junction Wholesale;BRONZE;Johannesburg;Gauteng;2000;18.0;Y
01/02/2017;ZAV00413;Amber Grove (Pty) Ltd;BRONZE;Sandton;Gauteng;2196;18.0;Y
01/02/2017;ZAV00414;Protea Peak Wholesale;SILVER;Centurion;Gauteng;157;15.0;Y
01/02/2017;ZAV00415;Highveld Junction;GOLD;Centurion;Gauteng;157;12.0;Y
01/02/2017;ZAV00416;Table Reef CC;GOLD;Centurion;Gauteng;157;12.0;Y
01/02/2017;ZAV00417;Protea Springs (Pty) Ltd;PLATINUM;Nelspruit;Mpumalanga;1200;9.5;Y
01/02/2017;ZAV00418;Kalahari Reef;BRONZE;Soweto;Gauteng;1804;18.0;Y
01/02/2017;ZAV00419;Kalahari Trading Group;GOLD;Port Elizabeth;Eastern Cape;6000;12.0;Y
01/02/2017;ZAV00420;Vaal Springs;SILVER;Sandton;Gauteng;2196;15.0;Y
01/02/2017;ZAV00421;Vaal Point;SILVER;Port Elizabeth;Eastern Cape;6000;15.0;Y
01/02/2017;ZAV00422;Amber Crest Group;SILVER;Cape Town;Western Cape;8000;15.0;Y
01/02/2017;ZAV00423;Umhlanga Crest;SILVER;Cape Town;Western Cape;8000;15.0;Y
01/02/2017;ZAV00424;Amber Vale;PLATINUM;Polokwane;Limpopo;700;9.5;Y
01/02/2017;ZAV00425;Cape Trading Wholesale;BRONZE;Kimberley;Northern Cape;8300;18.0;Y
01/02/2017;ZAV00426;Drakensberg Bay;SILVER;Cape Town;Western Cape;8000;15.0;Y
01/02/2017;ZAV00427;Vaal Grove;PLATINUM;Pietermaritzburg;KwaZulu-Natal;3201;9.5;Y
01/02/2017;ZAV00428;Amber Vale;PLATINUM;Port Elizabeth;Eastern Cape;6000;9.5;Y
01/02/2017;ZAV00429;Highveld Springs;BRONZE;Johannesburg;Gauteng;2000;18.0;Y
01/02/2017;ZAV00430;Silver Peak Distribution;SILVER;Cape Town;Western Cape;8000;15.0;Y
01/02/2017;ZAV00431;Protea Bay;SILVER;Centurion;Gauteng;157;15.0;Y
01/02/2017;ZAV00432;Umhlanga Junction;BRONZE;Stellenbosch;Western Cape;7600;18.0;Y
01/02/2017;ZAV00433;Tugela Trading;SILVER;Cape Town;Western Cape;8000;15.0;Y
01/02/2017;ZAV00434;Protea Bay Retail;GOLD;Johannesburg;Gauteng;2000;12.0;Y
01/02/2017;ZAV00435;Table Crest CC;SILVER;East London;Eastern Cape;5200;15.0;Y
01/02/2017;ZAV00436;Vaal Hollow;SILVER;Cape Town;Western Cape;8000;15.0;Y
01/02/2017;ZAV00437;Karoo Fields;BRONZE;Soweto;Gauteng;1804;18.0;Y
01/02/2017;ZAV00438;Drakensberg Vale Enterprises;SILVER;Johannesburg;Gauteng;2000;15.0;Y
01/02/2017;ZAV00439;Tugela Crest CC;BRONZE;East London;Eastern Cape;5200;18.0;Y
01/02/2017;ZAV00440;Karoo Reef;SILVER;Port Elizabeth;Eastern Cape;6000;15.0;Y
01/02/2017;ZAV00441;Karoo Vale;BRONZE;Nelspruit;Mpumalanga;1200;18.0;Y
01/02/2017;ZAV00442;Karoo Reef;SILVER;Cape Town;Western Cape;8000;15.0;Y
01/02/2017;ZAV00443;Protea Bay Wholesale;BRONZE;Nelspruit;Gauteng;2000;18.0;Y
01/02/2017;ZAV00444;Table Junction Enterprises;GOLD;Kimberley;Northern Cape;8300;12.0;Y
01/02/2017;ZAV00445;Amber Wharf Distribution;SILVER;Centurion;Gauteng;157;15.0;Y
01/02/2017;ZAV00446;Amber Fields;SILVER;Stellenbosch;Western Cape;7600;15.0;Y
01/02/2017;ZAV00447;Vaal Junction Retail;SILVER;Sandton;Gauteng;2196;15.0;Y
01/02/2017;ZAV00448;Drakensberg Hollow Retail;PLATINUM;Centurion;Gauteng;157;9.5;Y
01/02/2017;ZAV00449;Kalahari Crest Distribution;BRONZE;Sandton;Gauteng;2196;18.0;Y
01/02/2017;ZAV00450;Cape Grove;BRONZE;Polokwane;Limpopo;700;18.0;Y
01/02/2017;ZAV00451;Tugela Grove Retail;BRONZE;Centurion;Gauteng;157;18.0;Y
01/02/2017;ZAV00452;Amber Springs Trading;BRONZE;Cape Town;Western Cape;8000;18.0;Y
01/02/2017;ZAV00453;Cape Crest (Pty) Ltd;GOLD;Sandton;Gauteng;2196;12.0;Y
01/02/2017;ZAV00454;Vaal Springs;GOLD;Rustenburg;North West;300;12.0;Y
01/02/2017;ZAV00455;Zulu Ridge Group;BRONZE;East London;Eastern Cape;5200;18.0;Y
01/02/2017;ZAV00456;Highveld Bay (Pty) Ltd;PLATINUM;Centurion;Gauteng;157;9.5;Y
01/02/2017;ZAV00457;Cape Peak Retail;SILVER;Centurion;Gauteng;157;15.0;Y
01/02/2017;ZAV00458;Amber Vale Supplies;PLATINUM;Stellenbosch;Western Cape;7600;9.5;Y
01/02/2017;ZAV00459;Tugela Ridge;BRONZE;Pietermaritzburg;KwaZulu-Natal;3201;18.0;Y
01/02/2017;ZAV00460;Amber Junction;BRONZE;Sandton;Gauteng;2196;18.0;Y
01/02/2017;ZAV00461;Vaal Trading;BRONZE;Cape Town;Western Cape;8000;18.0;Y
01/02/2017;ZAV00462;Umhlanga Hollow Group;BRONZE;Cape Town;Western Cape;8000;18.0;Y
01/02/2017;ZAV00463;Highveld Ridge Wholesale;SILVER;Sandton;Gauteng;2196;15.0;Y
01/02/2017;ZAV00464;Protea Bay Retail;SILVER;Kimberley;Northern Cape;8300;15.0;Y
01/02/2017;ZAV00465;Amber Hollow;BRONZE;Bloemfontein;Free State;9300;18.0;Y
01/02/2017;ZAV00466;Umhlanga Hollow Wholesale;BRONZE;Soweto;Gauteng;1804;18.0;Y
01/02/2017;ZAV00467;Table Trading;BRONZE;Johannesburg;Gauteng;2000;18.0;Y
01/02/2017;ZAV00468;Drakensberg Springs;SILVER;Nelspruit;Mpumalanga;1200;15.0;Y
01/02/2017;ZAV00469;Highveld Reef;SILVER;Pretoria;Gauteng;1;15.0;Y
01/02/2017;ZAV00470;Table Ridge Enterprises;GOLD;Bloemfontein;Free State;9300;12.0;Y
01/02/2017;ZAV00471;Cape Wharf Enterprises;SILVER;Bloemfontein;Free State;9300;15.0;Y
01/02/2017;ZAV00472;Drakensberg Crest Wholesale;BRONZE;East London;Eastern Cape;5200;18.0;Y
01/02/2017;ZAV00473;Table Fields Wholesale;SILVER;East London;Eastern Cape;5200;15.0;Y
01/02/2017;ZAV00474;Karoo Vale Wholesale;BRONZE;Bloemfontein;Free State;9300;18.0;N
01/02/2017;ZAV00475;Cape Fields Distribution;BRONZE;Cape Town;Western Cape;8000;18.0;Y
01/02/2017;ZAV00476;Table Point;SILVER;Polokwane;Limpopo;700;15.0;Y
01/02/2017;ZAV00477;Zulu Ridge;BRONZE;East London;Eastern Cape;5200;18.0;Y
01/02/2017;ZAV00478;Umhlanga Ridge Trading;BRONZE;Bloemfontein;Free State;9300;18.0;Y
01/02/2017;ZAV00479;Kalahari Crest Group;BRONZE;Cape Town;Western Cape;8000;18.0;Y
01/02/2017;ZAV00480;Silver Junction CC;SILVER;Nelspruit;Mpumalanga;1200;15.0;Y
01/02/2017;ZAV00481;Silver Point Distribution;BRONZE;Johannesburg;Gauteng;2000;18.0;Y
01/02/2017;ZAV00482;Silver Hollow Trading;GOLD;Stellenbosch;Western Cape;7600;12.0;Y
01/02/2017;ZAV00483;Amber Trading Distribution;SILVER;Pietermaritzburg;KwaZulu-Natal;3201;15.0;Y
01/02/2017;ZAV00484;Table Peak Trading;GOLD;Rustenburg;North West;300;12.0;Y
01/02/2017;ZAV00485;Protea Fields Distribution;GOLD;Kimberley;Northern Cape;8300;12.0;Y
01/02/2017;ZAV00486;Highveld Junction Distribution;GOLD;Nelspruit;Mpumalanga;1200;12.0;Y
01/02/2017;ZAV00487;Silver Ridge;BRONZE;Polokwane;Limpopo;700;18.0;Y
01/02/2017;ZAV00488;Silver Wharf;SILVER;East London;Eastern Cape;5200;15.0;Y
01/02/2017;ZAV00489;Silver Trading;SILVER;East London;Eastern Cape;5200;15.0;Y
01/02/2017;ZAV00490;Vaal Springs Wholesale;BRONZE;Bloemfontein;Free State;9300;18.0;Y
01/02/2017;ZAV00491;Cape Peak;SILVER;East London;Eastern Cape;5200;15.0;Y
01/02/2017;ZAV00492;Umhlanga Crest;SILVER;Cape Town;Western Cape;8000;15.0;Y
01/02/2017;ZAV00493;Kalahari Bay Retail;SILVER;Soweto;Gauteng;1804;15.0;Y
01/02/2017;ZAV00494;Table Point;BRONZE;Rustenburg;North West;300;18.0;Y
01/02/2017;ZAV00495;Vaal Trading Wholesale;SILVER;Pietermaritzburg;KwaZulu-Natal;3201;15.0;Y
01/02/2017;ZAV00496;Umhlanga Hollow;BRONZE;Centurion;Gauteng;157;18.0;Y
01/02/2017;ZAV00497;Karoo Crest;SILVER;Johannesburg;Gauteng;2000;15.0;Y
01/02/2017;ZAV00498;Boland Trading;BRONZE;Polokwane;Limpopo;700;18.0;Y
01/02/2017;ZAV00499;Boland Reef (Pty) Ltd;GOLD;Kimberley;Northern Cape;8300;12.0;Y
01/02/2017;ZAV00500;Table Wharf Enterprises;BRONZE;Pretoria;Gauteng;1;18.0;Y
01/02/2017;ZAV00501;Silver Vale;GOLD;Pietermaritzburg;KwaZulu-Natal;3201;12.0;Y
01/02/2017;ZAV00502;Amber Ridge;BRONZE;Stellenbosch;Western Cape;7600;18.0;Y
01/02/2017;ZAV00503;Highveld Wharf;SILVER;Durban;KwaZulu-Natal;4000;15.0;Y
01/02/2017;ZAV00504;Umhlanga Wharf Distribution;GOLD;Johannesburg;Gauteng;2000;12.0;Y
01/02/2017;ZAV00505;Umhlanga Wharf;BRONZE;Kimberley;Northern Cape;8300;18.0;Y
01/02/2017;ZAV00506;Protea Springs Wholesale;BRONZE;Cape Town;Western Cape;8000;18.0;Y
01/02/2017;ZAV00507;Boland Springs;GOLD;Durban;KwaZulu-Natal;4000;12.0;Y
01/02/2017;ZAV00508;Vaal Trading CC;PLATINUM;Pretoria;Gauteng;1;9.5;Y
01/02/2017;ZAV00509;Tugela Crest Supplies;BRONZE;Pretoria;Gauteng;1;18.0;Y
01/02/2017;ZAV00510;Drakensberg Hollow Enterprises;SILVER;Port Elizabeth;Eastern Cape;6000;15.0;Y
01/02/2017;ZAV00511;Silver Point;SILVER;Pietermaritzburg;KwaZulu-Natal;3201;15.0;Y
01/02/2017;ZAV00512;Table Bay;SILVER;Pietermaritzburg;KwaZulu-Natal;3201;15.0;Y
01/02/2017;ZAV00513;Cape Wharf;PLATINUM;Durban;KwaZulu-Natal;4000;9.5;Y
01/02/2017;ZAV00514;Tugela Point Wholesale;BRONZE;Pietermaritzburg;KwaZulu-Natal;3201;18.0;Y
01/02/2017;ZAV00515;Kalahari Ridge Group;BRONZE;Soweto;Gauteng;1804;18.0;Y
01/02/2017;ZAV00516;Umhlanga Crest;SILVER;Stellenbosch;Western Cape;7600;15.0;Y
01/02/2017;ZAV00517;Karoo Hollow (Pty) Ltd;GOLD;Polokwane;Limpopo;700;12.0;Y
01/02/2017;ZAV00518;Boland Crest Trading;BRONZE;Pretoria;Gauteng;1;18.0;Y
01/02/2017;ZAV00519;Vaal Springs Retail;GOLD;Stellenbosch;Western Cape;7600;12.0;Y
01/02/2017;ZAV00520;Boland Ridge Group;BRONZE;Pretoria;Gauteng;1;18.0;Y
