snapshot_date,seller_id,merchant_name,tier,commission_rate,seller_city,seller_state,status
2018-06-01,05e107217c7266362fd44b75b2cd4cc4,Atlântico Brasil,bronze,0.18,sao paulo - sp,SP,active
2018-06-01,1acde099eb406aa220b1169b188b42da,Grupo Pitanga,bronze,0.18,sao paulo,SP,active
2018-06-01,d97df38225e5abadaff1e72cb72b823c,Lírio Comércio,silver,0.15,sao caetano do sul,SP,active
2018-06-01,45213867cefbf2cd4c6177e10216a951,Loja Serra Varejo,silver,0.15,araras,SP,active
2018-06-01,61b893c57e33626afb104d4112b1be76,Arte Ipanema Store,bronze,0.18,divisa nova,MG,active
2018-06-01,a420f60ff1aa9acc80d0e42959f2b313,Distribuidora Tucano,gold,0.12,sao paulo,SP,active
2018-06-01,ff4ea69c2a729e83e63c7579e4ef8170,Arte Girassol,gold,0.12,guarulhos,SP,active
2018-06-01,fa5fdc4e4bb6bd1009ad0e4ac4096562,Bella Mangue Store,bronze,0.18,sao  paulo,SP,active
2018-06-01,916748bc99315c2d202898ae58b1617e,Bella Onda Brasil,bronze,0.18,sorocaba,SP,active
2018-06-01,bc2ac6b95e1accce9858528ee566c17e,Loja Atlântico Express,silver,0.15,campinas,SP,active
2018-06-01,25debeafbce801fdd479539350185eee,Estilo Cedro,silver,0.15,igaracu do tiete,SP,active
2018-06-01,02c988090b766852e088c69d7fb3b551,Distribuidora Rubi,silver,0.15,americana,SP,active
2018-06-01,e5f9e61ceb5f523cc966e0f34095032f,Mundo Lírio,silver,0.15,brusque,SC,inactive
2018-06-01,ad97a199236354e53fcd91a5a913e9a2,Ipanema Comércio,silver,0.15,cajamar,SC,active
2018-06-01,3606774ec64634822d78dc2db6d37045,Central Tucano Express,gold,0.12,sao caetano do sul,SP,active
2018-06-01,94165aea8a35c3c21499cbcae239b16c,Bella Lírio,bronze,0.18,pocos de caldas,MG,active
2018-06-01,c8665a4dd081a2c436b1cd921079d0d9,Distribuidora Ipanema Brasil,bronze,0.18,pitangueiras,SP,active
2018-06-01,c7dcd301ecfe5ab7f778ac172cf74be7,Estilo Rubi,silver,0.15,belo horizonte,MG,active
2018-06-01,6c17baf138731a4aaacc3210adf2037b,Nova Verde,bronze,0.18,franca,SP,active
2018-06-01,50c361bcf670d16f6df4d52de3dff924,Loja Palmeira,bronze,0.18,sao paulo,SP,active
2018-06-01,32e5635e63cb374eb63afdd242fb6134,Rubi Importadora,bronze,0.18,rio de janeiro,RJ,active
2018-06-01,c1f12f926d0ba950578b4fa41115cbb6,Cedro Shop,bronze,0.18,sao paulo,SP,active
2018-06-01,8602a61d680a10a82cceeeda0d99ea3d,Comercial Tucano Store,bronze,0.18,sao paulo,SP,inactive
2018-06-01,c3acdfac4e3e97ff87529454fbc03642,Prime Verde,platinum,0.095,sao paulo,SP,active
2018-06-01,fde0cc9ea29c8ccfc0a2c22256a58c71,Ponto Lírio Comércio,platinum,0.095,curitiba,PR,active
2018-06-01,e63e8bfa530fb16910dd6956e592bb81,Nova Girassol Express,silver,0.15,guarulhos,SP,active
2018-06-01,c4f7fee5b0db50e87766f5a4d1b1b758,Bella Sertão,gold,0.12,sorocaba,SP,active
2018-06-01,d7485b33791774c36108f8c69602d48d,Sabiá Importadora,bronze,0.18,taubate,PR,active
2018-06-01,515d781150feed28a6ac091bb0e3cb8c,Atlântico Importadora,bronze,0.18,campo grande,MS,active
2018-06-01,e908c0f3646e8b60375734a350d95d71,Onda Ltda,silver,0.15,sao paulo,SP,active
2018-06-01,2646baaf662d4d92ac48f047e35db92d,Empório Onda Importadora,silver,0.15,sao paulo,SP,active
2018-06-01,13fa2a6c6b9d0f43cb588d7c82117a12,Serra Distribuidora,silver,0.15,sao paulo,SP,active
2018-06-01,5343d0649eca2a983820bfe93fc4d17e,Ponto Coral,gold,0.12,santo andre,SP,active
2018-06-01,7c9130f5f3729edd32aa059141d92484,Ponto Lírio,bronze,0.18,garca,SP,active
2018-06-01,e4ebd3f87bf70440014f07ddda7fbe03,Onda Brasil,silver,0.15,presidente epitacio,SP,active
2018-06-01,33a17d60c64393351ebf1ef860f4e0f2,Espaço Ipanema Store,gold,0.12,porto alegre,RS,active
2018-06-01,640e21a7d01df7614a3b4923e990d40c,Prime Pampa Store,gold,0.12,ibitinga,SP,active
2018-06-01,d57e18d5f73c7ccb7f7339b61166898d,Arte Cristal Importadora,silver,0.15,sao paulo,SP,active
2018-06-01,dd2bdf855a9172734fbc3744021ae9b9,Central Sabiá,platinum,0.095,belo horizonte,MG,active
2018-06-01,9d213f303afae4983637247556438ede,Empório Vitória Ltda,bronze,0.18,ibitinga,SP,active
2018-06-01,aadfe0417e61315688b6bd7043361e25,Marfim Varejo,silver,0.15,goiania,GO,inactive
2018-06-01,079d295dcbf06ee8bb1b65ba964eb2b6,Girassol Brasil,bronze,0.18,sao paulo,SP,active
2018-06-01,55c26bcb609f480eb7868594245febb5,Distribuidora Cedro,bronze,0.18,tabatinga,SP,active
2018-06-01,cbf09e831b0c11f6f23ffb51004db972,Bella Sertão Varejo,silver,0.15,sbc/sp,SP,active
2018-06-01,7fdb0720c8d7c9075538b365dc8c3a22,Arte Rubi,silver,0.15,toledo,PR,active
2018-06-01,933446e9a59dece7ae9175103820ca8f,Ipanema Atacado,bronze,0.18,curitiba,PR,active
2018-06-01,3f8247d0f772ffa58560e5c682521ad5,Loja Ipanema Distribuidora,bronze,0.18,joinville,SC,active
2018-06-01,e46bc031f2c5bae4ccb40bb90712e9b4,Palmeira Store,silver,0.15,sao paulo,SP,active
2018-06-01,4aba391bc3b88717ce08eb11e44937b2,Mundo Ipanema,gold,0.12,arraial d'ajuda (porto seguro),BA,active
2018-06-01,fcba71d4d5db057f43249145e4eb1e27,Lírio Store,bronze,0.18,limeira,SP,active
2018-06-01,c747d5b92c7648417faea95d36d763e8,Estilo Marfim Express,bronze,0.18,pacatuba,CE,active
2018-06-01,715bbd5ba4e6b74cb0d2f29eb45058b0,Arte Ipanema Shop,bronze,0.18,serra negra,SP,active
2018-06-01,1430239a858e7682bbc43b20758af153,Serra Comércio,bronze,0.18,pinhais,SP,inactive
2018-06-01,bb7a14e229b1c95156719c3d9552eeee,Loja Cedro,silver,0.15,rio de janeiro,RJ,active
2018-06-01,d598f929fc44e1e38678e7f47250ec04,Orquídea Brasil,bronze,0.18,formosa,GO,active
2018-06-01,edc518ba25576a0188a0e8f2c3af186f,Grupo Quartzo Varejo,silver,0.15,guarulhos,SP,active
2018-06-01,4c18691b6037662be2df78a765d98ab5,Grupo Sertão,silver,0.15,sao paulo,SP,active
2018-06-01,8f2b51a30523cdecddc2f179f351c7d6,Ipanema Comércio,bronze,0.18,sao paulo,SP,active
2018-06-01,6b536a23086fba0d58c08d68814397f6,Loja Pitanga,silver,0.15,tres coracoes,RJ,active
2018-06-01,95f83f51203c626648c875dd41874c7f,Loja Horizonte,silver,0.15,borda da mata,MG,active
2018-06-01,6b243f80ed07b10f0e8aa0f21a205f3c,Distribuidora Cedro,silver,0.15,curitiba,PR,inactive
2018-06-01,e7f3bf1ecd8526eb7f3b18059e6716e5,Grupo Serra,silver,0.15,ubatuba,SP,active
2018-06-01,4d600e08ecbe08258c79e536c5a42fee,Central Âmbar,bronze,0.18,entre rios do oeste,PR,active
2018-06-01,2089a6d640999f9b9141ac719b2af596,Quartzo Ltda,gold,0.12,sao francisco do sul,SP,active
2018-06-01,2a167ca73899c85001a837d8fb4962f6,Grupo Sabiá Atacado,silver,0.15,sao paulo,SP,active
2018-06-01,458c6fa920810ce2492da71bc26d9eec,Comercial Sabiá,bronze,0.18,catanduva,SP,inactive
2018-06-01,7494d0dcba8551df6cf37f1b905dc2f7,Espaço Jacarandá,silver,0.15,santos,SP,inactive
2018-06-01,698f5fa55a5f73d0740e9d9a773e8093,Onda Brasil,bronze,0.18,rio de janeiro,RJ,active
2018-06-01,4f0d637c1197fd65405ebd755ac9f86b,Loja Coral,bronze,0.18,taboao da serra,SP,active
2018-06-01,3969863bb8af7f72580b3b1ffd3a17b3,Distribuidora Marfim Varejo,bronze,0.18,sao paulo,SP,active
2018-06-01,2a5b78b41cd05baeac8df54c6606b92c,Tucano Importadora,gold,0.12,formiga,MG,active
2018-06-01,1f7dfad2cb384ea4d2d7e1ffbd78c407,Distribuidora Jacarandá,bronze,0.18,sao paulo,SP,active
2018-06-01,08f5819815f3d06545011850bd70f0a8,Vitória Shop,bronze,0.18,santos,SP,inactive
2018-06-01,b32be1695eb7ec5f10f72d9610a12527,Ponto Coral Varejo,gold,0.12,caxias do sul,RS,active
2018-06-01,b94cc9f10ddc85e4ba73a6f7974e7101,Marfim Shop,gold,0.12,macae,RJ,active
2018-06-01,53243585a1d6dc2643021fd1853d8905,Jacarandá Express,platinum,0.095,lauro de freitas,BA,active
2018-06-01,6df688df543f90e9b38f4319e75a9d88,Atlântico Distribuidora,silver,0.15,belo horizonte,MG,active
2018-06-01,7f40d06aa0b5f1aa4f41af8c0480e2ef,Distribuidora Aurora Shop,silver,0.15,rio claro,SP,active
2018-06-01,dd88d13bea9e4c2bf47daf224f8141e5,Central Atlântico,bronze,0.18,lajeado,RS,active
2018-06-01,72c38a04bd6a1c3dbc5298425a0db86d,Comercial Sabiá,bronze,0.18,cascavel,PR,active
2018-06-01,9e17b9d64683aebcbb9ee362d06463b4,Grupo Sertão,bronze,0.18,ribeirao preto,SP,active
2018-06-01,b5bb2b985208834bd5bd86c7a402bbad,Espaço Tucano,silver,0.15,venancio aires,RS,active
2018-06-01,b1fecf4da1fa2689bccffa0121953643,Rubi Comércio,gold,0.12,campo grande,MS,inactive
2018-06-01,7b1222c3624aa89b9558b50a2594188c,Casa Vitória Brasil,gold,0.12,sao jose do rio preto,SP,active
2018-06-01,e595809a6c31ec4314fd06ef198c244d,Orquídea Importadora,bronze,0.18,divisa nova,SC,active
2018-06-01,ba6b68b55fe8704377a7d43c8e5c0185,Prime Solar Ltda,bronze,0.18,belo horizonte,MG,active
2018-06-01,b8114f2f589a6804810f04f99b36b498,Grupo Coral Ltda,gold,0.12,sao bernardo do campo,SP,active
2018-06-01,83d7070a0b9a8b4625fa8682b819fabb,Verde Comércio,bronze,0.18,cotia,SP,active
2018-06-01,570d4583587a5fe2d47c7be89b91ad27,Grupo Sertão,bronze,0.18,sao paulo,SP,active
2018-06-01,9591fc341b1bfb7ef561e2968ec6e011,Ponto Rubi,bronze,0.18,sao paulo,SP,inactive
2018-06-01,0af977692321d895349eded183341d28,Estilo Solar,bronze,0.18,osvaldo cruz,SP,active
2018-06-01,b33aaadd1a8891d2dfef0c4c3bdf0371,Espaço Jacarandá Varejo,silver,0.15,limeira,SP,active
2018-06-01,5d9dc90a686a8fddacffab6bab5653a3,Mangue Comércio,gold,0.12,santana de parnaiba,SP,active
2018-06-01,cc80e2f693fa6e2408f47ccf62413fc1,Rubi Distribuidora,bronze,0.18,curitiba,PR,active
2018-06-01,dee656f0f566ed1aa85bd137c943f08f,Ponto Atlântico Ltda,silver,0.15,cruzeiro,SP,inactive
2018-06-01,ace601496e211a664100321f038f50af,Mundo Tucano Brasil,bronze,0.18,sao paulo,SP,active
2018-06-01,d673a59aac7a70d8b01e6902bf090a11,Atlântico Brasil,silver,0.15,ibitinga,SP,active
2018-06-01,966cb4760537b1404caedd472cc610a5,Central Serra,platinum,0.095,diadema,SP,active
2018-06-01,d4a5e99e0dd915df64ba55a7fbd583fd,Pampa Shop,bronze,0.18,sao paulo,SP,active
2018-06-01,6bcb2352a2a0c38b845f598298ab9d26,Onda Distribuidora,silver,0.15,ubatuba,PR,active
2018-06-01,2c2c9832d1bb38c5b0034a3b47d313ee,Central Âmbar,silver,0.15,santa maria,RS,active
2018-06-01,f3b80352b986ab4d1057a4b724be19d0,Sabiá Atacado,platinum,0.095,brasilia,DF,active
2018-06-01,b452cb0ae35044c4a53179c39f49fb06,Espaço Mangue,bronze,0.18,sorocaba,SP,active
2018-06-01,0307f7565ff85b299b6e5ef162b1b1a9,Palmeira Express,silver,0.15,sao jose do rio preto,SP,active
2018-06-01,ffeee66ac5d5a62fe688b9d26f83f534,Distribuidora Onda Varejo,silver,0.15,mamanguape,SP,active
2018-06-01,3bfad056cf05c00dabe2f895925d83b1,Nova Palmeira Store,bronze,0.18,osasco,SP,active
2018-06-01,9aa388272ee334b6ae07bc73706e254a,Central Girassol,gold,0.12,muriae,MG,active
2018-06-01,74bafed391319577bce6f4d2acc0589a,Estilo Aurora Ltda,silver,0.15,sao paulo,SP,active
2018-06-01,2b03ac196f5ed62ac483960fe0fa3b65,Loja Vitória Varejo,bronze,0.18,sao paulo,SP,active
2018-06-01,0b64bcdb0784abc139af04077d49a20e,Empório Coral Express,silver,0.15,carazinho,RS,active
2018-06-01,0bfd0b434243adc5c2e1aa6baf19c6aa,Onda Importadora,bronze,0.18,rio de janeiro,RJ,active
2018-06-01,92d14edfb62ee5ae7fdff70b0f4e7233,Loja Atlântico,bronze,0.18,sao bernardo do campo,SP,active
2018-06-01,5e105f5c9f63f5f1fd75d6cb942e55b1,Comercial Verde,platinum,0.095,sao jose do rio preto,SP,active
2018-06-01,2fb25ab44bdbeae6a4d816e0d0c9d500,Espaço Cedro Atacado,silver,0.15,volta redonda,RJ,active
2018-06-01,ed4311e67debd72b8610a5347a743087,Girassol Varejo,silver,0.15,guarulhos,SP,inactive
2018-06-01,5bf397d04035b5f45cc41e82ec106803,Grupo Cedro,silver,0.15,sao paulo,SP,active
2018-06-01,f9bbdd976532d50b7816d285a22bd01e,Mundo Âmbar,bronze,0.18,sao paulo,SP,active
2018-06-01,e3e15e2c0b9700561efac21c6be48066,Empório Horizonte Varejo,bronze,0.18,sao paulo,SP,active
2018-06-01,a5bff0f43eb51f0cad7c37fac7244c8a,Empório Vitória,silver,0.15,sao paulo,SP,active
2018-06-01,f52c2422904463fdd7741f99045fecb6,Loja Pitanga,bronze,0.18,santo andre/sao paulo,SP,inactive
2018-06-01,14f2b3587172b9db894c9bad8dab520b,Loja Onda Atacado,bronze,0.18,ipe,RS,active
2018-06-01,1354d51653f645349064725ed204e85e,Espaço Horizonte,gold,0.12,sao paulo,SP,active
2018-06-01,eaaa46e98c9e61f6764dd1d7a2ab8b3e,Comercial Mangue,bronze,0.18,messias targino,RN,active
2018-06-01,5b664594895aefb418afaee6d40a9a23,Nova Solar Shop,bronze,0.18,petropolis,RJ,active
2018-06-01,bf00385a5f7fc1ef39a13c2e9ee50a5f,Ponto Sabiá Atacado,bronze,0.18,sao paulo,SP,active
2018-06-01,391bbd13b6452244774beff1824006ed,Solar Brasil,silver,0.15,campinas,SP,active
2018-06-01,c714262700f93defc16bf17a51a4cb23,Serra Ltda,silver,0.15,sao paulo,SP,active
2018-06-01,bcd2d7510d58e293f20fad6438c1b314,Grupo Rubi Express,bronze,0.18,curitiba,PR,active
2018-06-01,ec4608a1f76453166bb312b2968aeaf4,Espaço Tucano,silver,0.15,robeirao preto,SP,active
2018-06-01,5c603ffb38cbbf25a0e0698941324143,Bella Rubi Brasil,bronze,0.18,varginha,MG,active
2018-06-01,2bd05d410a8fd26dc4184a15f4f2f588,Casa Sertão,silver,0.15,belo horizonte,MG,active
2018-06-01,4dab98ca6cd6d3df586203cefd28a042,Comercial Marfim,bronze,0.18,porto alegre,RS,active
2018-06-01,293dee954235e4e4e43f129313625ebe,Espaço Lírio Varejo,silver,0.15,brasilia,DF,active
2018-06-01,cd68562d3f44870c08922d380acae552,Sertão Ltda,gold,0.12,ribeirao preto,SP,active
2018-06-01,082e0bf4cb865a6533b1e8e498cc0255,Arte Jacarandá,silver,0.15,botucatu,SP,active
2018-06-01,c286ec035ee04ba81c97508f0b5df544,Coral Store,bronze,0.18,curitiba,PR,active
2018-06-01,dd8a29ce82d5c705ba932d81494600a5,Mundo Jacarandá,bronze,0.18,sao paulo,SP,active
2018-06-01,41da412d33e8da4f22baf55cb1bde82c,Marfim Express,bronze,0.18,domingos martins,ES,active
2018-06-01,782f78b632a43875dd5b53e3e49c9564,Orquídea Comércio,bronze,0.18,campinas,SP,active
2018-06-01,28405831a29823802aa22c084cfd0649,Estilo Sertão,bronze,0.18,sbc,SP,active
2018-06-01,fe19dce63ae80346207c6c55713d1023,Distribuidora Lírio,bronze,0.18,uberaba,MG,active
2018-06-01,a67780aba9dd436e7ac0aa1f889e73ec,Cedro Distribuidora,bronze,0.18,presidente prudente,SP,active
2018-06-01,d594982fd877af63ace38ea1fca27c76,Comercial Quartzo,bronze,0.18,sao paulo,SP,active
2018-06-01,dda37071807e404c5bb2a1590c66326f,Nova Aurora Comércio,bronze,0.18,sao paulo,SP,active
2018-06-01,5bc55dbe2f12b6af6d83ed46023e0dc8,Ponto Palmeira Express,gold,0.12,brejao,MG,active
2018-06-01,b1b3948701c5c72445495bd161b83a4c,Cedro Atacado,gold,0.12,sao paulo,SP,active
2018-06-01,4e92348462c75b6c842b994ce84a0ed4,Ponto Serra,bronze,0.18,cachoeirinha,RS,active
2018-06-01,6e13dd869aa7185f601c941423abcc8f,Comercial Solar Express,bronze,0.18,sao paulo,SP,active
2018-06-01,723cd880edaacdb998898b67c8f9da30,Central Aurora,silver,0.15,ibitinga,SP,active
2018-06-01,00ee68308b45bc5e2660cd833c3f81cc,Ponto Pitanga Express,platinum,0.095,sao paulo,SP,active
2018-06-01,1fbe10c70e30765ed1de86d9f7e98409,Ponto Jacarandá,bronze,0.18,maua,SP,inactive
2018-06-01,001e6ad469a905060d959994f1b41e4f,Nova Coral Shop,bronze,0.18,sao goncalo,RJ,active
2018-06-01,685b870da5b52a710782c9c0fefbeb5b,Mundo Sertão Distribuidora,silver,0.15,sao bernardo do campo,SP,active
2018-06-01,701938c450705b8ae65fc923b70f35c7,Serra Shop,gold,0.12,s jose do rio preto,SP,active
2018-06-01,f3862c2188522d89860c38a3ea8b550d,Vitória Varejo,bronze,0.18,ribeirao preto,SP,active
2018-06-01,f5f1f2c5f923f36ad79ea1d07185ddc9,Marfim Express,bronze,0.18,taruma,SP,active
2018-06-01,cf8ab1616079e2793aa29d524df01bb1,Ponto Marfim Ltda,platinum,0.095,sao paulo,SP,active
2018-06-01,160851d3ece7aa1a510f8d1a4bb8a8af,Tucano Distribuidora,bronze,0.18,garca,SP,active
2018-06-01,61c36f0fc4a47f9532e5512b66668e62,Rubi Shop,silver,0.15,guarulhos,SP,inactive
2018-06-01,59b22a78efb79a4797979612b885db36,Grupo Onda,platinum,0.095,uberlandia,MG,active
2018-06-01,553a440137d6e0cf776aee0bb83ac9f5,Grupo Quartzo Ltda,bronze,0.18,limeira,SP,active
2018-06-01,ea8482cd71df3c1969d7b9473ff13abc,Tucano Varejo,platinum,0.095,sao paulo,SP,active
2018-06-01,72bc2cce903c872fe376a8faaa81d237,Mangue Atacado,silver,0.15,sao paulo,SP,active
2018-06-01,65c255b299faf2d12050937cc219c46c,Loja Solar Store,bronze,0.18,sao paulo,SP,active
2018-06-01,f09e26011d833ddab11593c1a097a92a,Marfim Importadora,bronze,0.18,pirassununga,SP,active
2018-06-01,72c73be2b085b9d57650dd53eb2004c9,Pitanga Brasil,bronze,0.18,sao paulo,SP,inactive
2018-06-01,c2bda99904207edd1834f03e0022b007,Sabiá Shop,bronze,0.18,sao paulo,SP,active
2018-06-01,3d4824f20035949c710eaf111f869d39,Ponto Quartzo,gold,0.12,sorocaba,SP,active
2018-06-01,042573af89b6d931f672efaf789d8358,Comercial Pampa,silver,0.15,sorocaba,SP,active
2018-06-01,5b925e1d006e9476d738aa200751b73b,Ipanema Varejo,platinum,0.095,sao paulo,SP,active
2018-06-01,06bb3a2fe5e7b7a845b13e8fb91bd944,Loja Tucano Express,silver,0.15,belo horizonte,MG,active
2018-06-01,5f5a58930c3c35f3b5af264f34fb8c85,Casa Pampa,bronze,0.18,ribeirao preto,SP,active
2018-06-01,fe2032dab1a61af8794248c8196565c9,Ponto Sertão,gold,0.12,campinas,SP,active
2018-06-01,3092c0b297aacfb4bb6e056ebe13b9b8,Aurora Express,gold,0.12,aruja,SP,inactive
2018-06-01,c004e5ea15737026cecaee0447e00b75,Pitanga Comércio,silver,0.15,sao paulo,SP,active
2018-06-01,8629a7efec1aab257e58cda559f03ba7,Sabiá Comércio,bronze,0.18,goiania,GO,inactive
2018-06-01,1c56ffe0e9dea2657fc6e95b53f40b13,Ponto Atlântico Ltda,silver,0.15,sao carlos,SP,active
2018-06-01,74a9b9bddf14ece02beb81f52c41a88d,Estilo Marfim,bronze,0.18,sao paulo,SP,active
2018-06-01,1cbd32d00d01bb8087a5eb088612fd9c,Arte Sabiá,bronze,0.18,sp / sp,SP,active
2018-06-01,850857dfac77488c307e2b1cbd84ab5a,Solar Importadora,silver,0.15,cascavel,PR,inactive
2018-06-01,e0a366315b1b726b6c7832d664c0f530,Distribuidora Vitória,gold,0.12,sao paulo,SP,active
2018-06-01,4049512728d969bec69f84088b012416,Pampa Ltda,bronze,0.18,belo horizonte,MG,active
2018-06-01,120476eb7a04c149d14772edaf5d9bf2,Rubi Shop,gold,0.12,angra dos reis,RJ,active
2018-06-01,cd6efc47efaabf134f8bdb654e10b4f1,Central Lírio,silver,0.15,rio de janeiro,RJ,inactive
2018-06-01,2a7c6c0b0d5efde2bf75ec1e1cec2d41,Sabiá Comércio,bronze,0.18,maringa,PR,active
2018-06-01,4e17c65a516f69d023a2ae78b84f28d6,Orquídea Atacado,silver,0.15,suzano,SP,active
2018-06-01,a8739afb32aaa45e01815ca76f76f54b,Ponto Cedro Store,bronze,0.18,sao bernardo do campo,SP,active
2018-06-01,d4828feed4cda2cd9d6b37899a95a71e,Pampa Ltda,bronze,0.18,juzeiro do norte,CE,active
2018-06-01,e3d3b3efac954a60d61be70b7e05b49b,Tucano Distribuidora,silver,0.15,sao paulo,SP,active
2018-06-01,d558ebe531605a1285ab2b1bc3256dfb,Grupo Atlântico Express,bronze,0.18,lajeado,MG,active
2018-06-01,c7a0a13cbcf29d5ce51c8f80afdc0b89,Nova Quartzo Distribuidora,bronze,0.18,laurentino,SC,active
2018-06-01,33ac3e28642ab8bda860a2f693000e78,Estilo Cristal,bronze,0.18,cotia,SP,active
2018-06-01,8936ba0de1073ee888cb3185ae5dc661,Cedro Distribuidora,bronze,0.18,diadema,SP,active
2018-06-01,18a349e75d307f4b4cc646a691ed4216,Lírio Shop,platinum,0.095,sao paulo,SP,active
2018-06-01,a72c2f59332659e361d647515c698798,Empório Girassol,bronze,0.18,flores da cunha,RS,active
2018-06-01,b55638ad525e906c698fa2ce742c1742,Prime Pitanga Comércio,silver,0.15,mococa,SC,active
2018-06-01,be9a160a9011f627c3e121d076c1ec7b,Empório Pampa,gold,0.12,jaragua do sul,SC,inactive
2018-06-01,ed859002ad59dbf8cf3602696a6c3000,Espaço Horizonte Distribuidora,silver,0.15,londrina,PR,active
2018-06-01,12b9676b00f60f3b700e83af21824c0e,Ponto Ipanema,platinum,0.095,montenegro,RS,active
2018-06-01,ef2fbc2b607d8492bcffe657a4645434,Atlântico Importadora,bronze,0.18,rio de janeiro,RJ,active
2018-06-01,a080fc8a850289b27500f6b49cca2553,Distribuidora Lírio,silver,0.15,sao paulo,SP,active
2018-06-01,9c57bc60cfad5ee62d35d3f1ce4593a1,Espaço Orquídea,bronze,0.18,curitiba,PR,active
2018-06-01,9539213aa8e023c01937bef95dc006da,Atlântico Brasil,silver,0.15,sao joaquim da barra,SP,active
2018-06-01,69a43819c758c65a5befb0b471c954d7,Bella Palmeira Ltda,bronze,0.18,apucarana,PR,active
2018-06-01,8fdca8e349553f99bc738833a62c8802,Prime Horizonte,silver,0.15,sao paulo,SP,active
2018-06-01,0bb27263628258b8111a0262769fa9db,Ponto Aurora,bronze,0.18,sao paulo,SP,inactive
2018-06-01,08061dc0fc165ed41288cc7acde738ee,Marfim Importadora,bronze,0.18,osasco,SP,active
2018-06-01,4ebdc7e6cd6102a022dadc49156d4ea8,Quartzo Ltda,bronze,0.18,montenegro,SP,active
2018-06-01,f918546be4bec7104d117789ba758b2b,Grupo Cristal,gold,0.12,cordilheira alta,SP,active
2018-06-01,eb4a59a06b3948e851a7d7a830bcbc42,Pitanga Express,bronze,0.18,salvador,BA,inactive
2018-06-01,80146bc52c4f6af5239b23de2a20262b,Arte Cristal Atacado,bronze,0.18,laranjeiras do sul,SP,active
2018-06-01,4091f77d8c768fc3e81c20761471761d,Tucano Ltda,silver,0.15,sao paulo,SP,active
2018-06-01,0dfbed20065e425d2eaefb101f9816c0,Nova Mangue,bronze,0.18,rodeio,SP,active
2018-06-01,26bad72add1f86e08a776ce4ffdaf1ca,Cedro Brasil,bronze,0.18,pedregulho,SP,active
2018-06-01,e174dc2de86d60fee178170a154c05e7,Cedro Varejo,bronze,0.18,santo andre,SP,inactive
2018-06-01,612170e34b97004b3ba37eae81836b4c,Nova Jacarandá Distribuidora,gold,0.12,novo hamburgo,RS,active
2018-06-01,2a84855fd20af891be03bc5924d2b453,Grupo Pitanga Shop,gold,0.12,belo horizonte,MG,active
2018-06-01,cf2384dd2f1dddea3f838efed0945e65,Aurora Varejo,gold,0.12,recife,SP,active
2018-06-01,377bc18334c78dd2f1535ef22a3ad225,Espaço Quartzo Brasil,bronze,0.18,sao jose dos pinhais,PR,active
2018-06-01,439a47cc365d6e3bd526812ea9de3c29,Marfim Shop,silver,0.15,mogi das cruzes,SP,active
2018-06-01,6ba4733aa33f6386e9fb0c0fd3993b38,Prime Mangue,bronze,0.18,torres,RS,active
2018-06-01,4b39558c138930b9e5489c93b6df5fe3,Âmbar Importadora,bronze,0.18,aracaju,SE,active
2018-06-01,4b9750c8ad28220fe6702d4ecb7c898f,Estilo Girassol Express,platinum,0.095,limeira,SP,active
2018-06-01,278b6e0b20c4f61fefaa0577943d7a35,Mundo Quartzo Store,silver,0.15,itajai,SC,active
2018-06-01,ba8e85df286308fe68a2ce83a8f8b2d6,Mundo Aurora Shop,bronze,0.18,santa catarina,SC,active
2018-06-01,2059c39f76271d4ca3f15b5ffaccc8b8,Vitória Brasil,silver,0.15,curitiba,PR,active
2018-06-01,5a05a16bb50629ee31afab8a6d4c2674,Pampa Shop,silver,0.15,caxias do sul,RS,active
2018-06-01,edb65fe661681b1c0de8bd47c8655855,Empório Pampa Importadora,bronze,0.18,sao paulo,SP,active
2018-06-01,8cbac7e12637ed9cffa18c7875207478,Lírio Ltda,gold,0.12,jaragua do sul,SC,active
2018-06-01,fdb9095204a334cd8872252ffec6f2db,Ponto Tucano Shop,gold,0.12,sao paulo,SP,active
2018-06-01,0cab2da43793a6f3c5ed8514c5f54627,Empório Vitória Comércio,silver,0.15,curitiba,PR,inactive
2018-06-01,5b97c06a046398e7005b2b7c0d707a92,Nova Onda,silver,0.15,joao pinheiro,MG,active
2018-06-01,aae3bfea055532c57fb453ed3ec80b30,Grupo Vitória,silver,0.15,santo andre,SP,active
2018-06-01,866558b3bccef2dbc6d29a2b5995016f,Central Solar Importadora,gold,0.12,arapongas,PR,active
2018-06-01,cb5df0dcb9e280b1780e9d589889f2c7,Vitória Shop,silver,0.15,bady bassitt,SP,active
2018-06-01,9bcdfa7b615b3abb9461d9e3ad9886ae,Onda Comércio,gold,0.12,blumenau,SC,active
2018-06-01,271c58a1d139c45eaf3316107c6d3a3b,Empório Sertão,silver,0.15,sao paulo,SP,active
2018-06-01,2dee2ce60de9709b1a24083217181a1f,Solar Atacado,gold,0.12,hortolandia,MT,active
2018-06-01,a154d7316f158bb42e6fa18bbe3afd3a,Prime Âmbar,gold,0.12,sao paulo,SP,active
2018-06-01,f84fa566034f5e8e880a07ec624c56af,Girassol Ltda,silver,0.15,indaiatuba,SP,active
2018-06-01,4c1c7281388a33dd06daac44f9fadbd1,Empório Solar Distribuidora,bronze,0.18,marilia,SP,active
